id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
16256,Female,67,1,46.0,0,> 2 Years,Yes,29791.0,26.0,69,0
16257,Male,28,1,46.0,0,< 1 Year,No,31259.0,152.0,193,0
16258,Male,53,1,46.0,0,1-2 Year,Yes,34245.0,26.0,160,0
16259,Male,23,1,47.0,1,< 1 Year,No,36601.0,152.0,143,0
16260,Female,38,1,28.0,0,1-2 Year,Yes,52605.0,124.0,289,1
16261,Male,40,1,36.0,0,< 1 Year,Yes,33588.0,26.0,45,0
16262,Female,23,1,41.0,1,< 1 Year,No,42431.0,152.0,41,0
16263,Female,39,1,46.0,1,1-2 Year,No,31460.0,26.0,23,0
16264,Male,64,1,39.0,0,1-2 Year,Yes,30719.0,26.0,160,0
16265,Male,41,1,8.0,1,1-2 Year,No,53611.0,7.0,107,0
16266,Male,23,1,0.0,0,1-2 Year,Yes,2630.0,124.0,298,0
16267,Female,48,1,28.0,0,> 2 Years,Yes,49926.0,26.0,182,0
16268,Male,41,1,3.0,1,1-2 Year,Yes,2630.0,156.0,173,0
16269,Female,30,1,8.0,0,< 1 Year,Yes,35916.0,124.0,208,1
16270,Male,25,1,28.0,0,< 1 Year,Yes,37375.0,152.0,189,0
16271,Male,29,1,43.0,0,< 1 Year,Yes,21355.0,154.0,199,0
16272,Male,45,1,28.0,0,1-2 Year,Yes,35456.0,124.0,125,0
16273,Male,50,1,8.0,0,1-2 Year,Yes,24895.0,26.0,192,1
16274,Male,32,1,30.0,0,< 1 Year,Yes,31716.0,152.0,292,0
16275,Male,30,1,35.0,1,< 1 Year,No,19532.0,152.0,39,0
16276,Female,34,1,28.0,0,< 1 Year,Yes,30269.0,26.0,129,0
16277,Male,29,1,12.0,1,< 1 Year,No,49463.0,152.0,45,0
16278,Female,52,1,8.0,0,1-2 Year,Yes,43948.0,25.0,120,0
16279,Female,24,1,6.0,1,< 1 Year,No,23405.0,152.0,213,0
16280,Male,65,1,7.0,0,1-2 Year,Yes,33889.0,26.0,273,0
16281,Male,42,1,8.0,0,1-2 Year,Yes,36121.0,124.0,198,1
16282,Male,25,1,29.0,1,< 1 Year,No,54239.0,152.0,135,0
16283,Male,70,1,33.0,0,1-2 Year,Yes,34746.0,124.0,229,0
16284,Male,24,1,8.0,1,< 1 Year,No,41820.0,152.0,43,0
16285,Male,60,1,8.0,0,> 2 Years,Yes,38477.0,124.0,192,0
16286,Male,40,1,14.0,1,1-2 Year,No,23180.0,26.0,179,0
16287,Male,22,1,47.0,1,< 1 Year,No,30064.0,152.0,215,0
16288,Male,27,1,15.0,0,< 1 Year,No,2630.0,152.0,181,0
16289,Male,46,1,28.0,1,1-2 Year,No,31420.0,26.0,24,0
16290,Female,23,1,13.0,0,< 1 Year,Yes,29654.0,152.0,248,0
16291,Female,52,1,48.0,0,1-2 Year,Yes,2630.0,15.0,221,0
16292,Male,20,1,27.0,0,< 1 Year,No,23403.0,160.0,60,0
16293,Female,34,1,30.0,1,1-2 Year,No,23495.0,124.0,40,0
16294,Male,60,1,28.0,0,> 2 Years,Yes,42688.0,122.0,193,0
16295,Male,24,1,8.0,1,< 1 Year,No,40467.0,152.0,108,0
16296,Male,41,1,46.0,0,1-2 Year,Yes,28872.0,11.0,51,1
16297,Female,24,1,41.0,1,< 1 Year,No,33102.0,152.0,266,0
16298,Male,41,1,28.0,1,1-2 Year,No,2630.0,156.0,136,0
16299,Male,33,1,28.0,1,1-2 Year,Yes,35088.0,13.0,29,0
16300,Male,73,1,20.0,1,1-2 Year,No,2630.0,133.0,269,0
16301,Male,26,1,8.0,1,< 1 Year,No,41563.0,152.0,270,0
16302,Male,31,1,13.0,1,< 1 Year,No,30561.0,152.0,203,0
16303,Male,24,1,39.0,1,< 1 Year,No,28507.0,152.0,238,0
16304,Male,69,1,28.0,1,1-2 Year,No,32278.0,26.0,180,0
16305,Female,23,1,28.0,0,< 1 Year,Yes,48700.0,153.0,34,0
16306,Female,28,1,6.0,1,< 1 Year,No,24128.0,152.0,167,0
16307,Female,24,1,14.0,1,< 1 Year,No,2630.0,26.0,132,0
16308,Male,44,1,14.0,0,1-2 Year,Yes,33479.0,26.0,268,1
16309,Male,46,1,50.0,0,1-2 Year,Yes,27798.0,124.0,276,1
16310,Male,53,1,28.0,0,> 2 Years,Yes,43061.0,26.0,100,0
16311,Male,52,1,8.0,0,> 2 Years,Yes,33674.0,124.0,19,1
16312,Female,64,1,28.0,1,1-2 Year,Yes,65128.0,30.0,225,0
16313,Male,43,1,28.0,0,1-2 Year,Yes,39008.0,26.0,41,0
16314,Male,51,1,8.0,1,1-2 Year,No,41294.0,124.0,162,0
16315,Male,45,1,28.0,0,1-2 Year,Yes,37163.0,26.0,138,0
16316,Male,61,1,28.0,0,> 2 Years,Yes,70880.0,26.0,118,1
16317,Male,60,1,28.0,0,1-2 Year,Yes,52452.0,124.0,139,0
16318,Male,22,1,15.0,0,< 1 Year,No,19440.0,160.0,277,0
16319,Female,48,1,41.0,1,1-2 Year,No,40263.0,26.0,262,0
16320,Female,22,1,31.0,0,< 1 Year,Yes,2630.0,152.0,64,1
16321,Male,25,1,13.0,1,< 1 Year,No,28830.0,152.0,274,0
16322,Female,24,1,17.0,0,< 1 Year,Yes,48669.0,124.0,218,0
16323,Male,63,1,50.0,0,1-2 Year,Yes,34510.0,26.0,259,0
16324,Female,25,1,47.0,1,< 1 Year,No,20334.0,152.0,78,0
16325,Male,63,1,13.0,0,1-2 Year,No,48882.0,124.0,158,0
16326,Female,28,1,15.0,1,< 1 Year,No,48294.0,152.0,117,0
16327,Male,41,1,28.0,0,1-2 Year,Yes,72480.0,124.0,135,1
16328,Male,29,1,13.0,0,1-2 Year,Yes,27460.0,124.0,46,0
16329,Female,37,1,33.0,0,1-2 Year,Yes,31453.0,124.0,225,0
16330,Female,22,1,29.0,1,< 1 Year,No,43358.0,152.0,124,0
16331,Female,66,1,41.0,1,1-2 Year,No,28678.0,152.0,159,0
16332,Male,21,1,15.0,1,< 1 Year,No,29070.0,152.0,213,0
16333,Female,48,1,28.0,0,1-2 Year,Yes,68787.0,26.0,247,0
16334,Female,56,1,5.0,0,1-2 Year,Yes,24117.0,156.0,270,0
16335,Male,25,1,11.0,1,< 1 Year,No,2630.0,152.0,26,0
16336,Female,25,1,41.0,1,< 1 Year,No,45395.0,152.0,130,0
16337,Female,25,1,18.0,1,< 1 Year,Yes,44403.0,152.0,263,0
16338,Male,58,1,28.0,0,1-2 Year,Yes,34981.0,124.0,159,0
16339,Male,58,1,28.0,0,1-2 Year,Yes,30687.0,26.0,64,0
16340,Male,21,1,39.0,0,< 1 Year,No,28129.0,152.0,186,0
16341,Female,52,1,50.0,0,1-2 Year,Yes,31492.0,26.0,67,0
16342,Female,23,1,8.0,1,< 1 Year,No,44905.0,160.0,171,0
16343,Male,52,1,15.0,1,1-2 Year,Yes,36688.0,26.0,47,0
16344,Male,43,1,18.0,1,1-2 Year,No,25340.0,155.0,220,0
16345,Male,21,1,36.0,1,< 1 Year,No,38597.0,160.0,57,0
16346,Male,74,1,28.0,1,1-2 Year,No,35541.0,122.0,261,0
16347,Male,78,1,35.0,1,1-2 Year,No,33854.0,124.0,90,0
16348,Male,37,1,28.0,0,1-2 Year,Yes,23199.0,26.0,86,0
16349,Male,40,1,28.0,0,1-2 Year,Yes,33745.0,26.0,106,0
16350,Male,22,1,35.0,1,< 1 Year,No,2630.0,160.0,11,0
16351,Female,22,1,27.0,1,< 1 Year,No,2630.0,160.0,272,0
16352,Female,22,1,35.0,1,< 1 Year,No,34116.0,152.0,243,0
16353,Male,48,1,24.0,0,1-2 Year,Yes,41309.0,124.0,160,1
16354,Male,24,1,30.0,1,< 1 Year,No,26578.0,152.0,26,0
16355,Female,64,1,47.0,0,1-2 Year,Yes,51113.0,16.0,71,0
16356,Female,32,1,28.0,0,< 1 Year,Yes,41264.0,29.0,103,0
16357,Male,24,1,36.0,0,< 1 Year,No,34978.0,152.0,172,0
16358,Female,23,1,8.0,0,< 1 Year,No,51623.0,152.0,147,0
16359,Female,39,1,3.0,1,1-2 Year,No,2630.0,160.0,176,0
16360,Male,45,1,13.0,1,1-2 Year,No,26359.0,124.0,115,0
16361,Male,34,1,41.0,0,1-2 Year,Yes,2630.0,156.0,28,0
16362,Male,39,1,28.0,0,1-2 Year,Yes,45179.0,26.0,237,0
16363,Male,55,1,28.0,0,> 2 Years,Yes,49345.0,26.0,209,0
16364,Female,69,1,8.0,0,1-2 Year,Yes,56493.0,7.0,51,0
16365,Male,70,1,28.0,0,> 2 Years,Yes,38933.0,26.0,233,0
16366,Male,20,1,46.0,1,< 1 Year,No,36715.0,160.0,116,0
16367,Male,53,1,46.0,1,1-2 Year,No,41916.0,122.0,158,0
16368,Male,26,1,8.0,0,< 1 Year,Yes,46879.0,156.0,253,0
16369,Female,23,1,8.0,1,< 1 Year,Yes,32042.0,160.0,252,0
16370,Male,45,1,39.0,0,> 2 Years,Yes,31104.0,25.0,177,0
16371,Female,21,1,8.0,1,< 1 Year,No,30177.0,160.0,290,0
16372,Male,44,1,47.0,0,1-2 Year,Yes,31608.0,152.0,122,0
16373,Female,41,1,37.0,0,1-2 Year,Yes,34261.0,155.0,144,0
16374,Male,51,1,29.0,0,1-2 Year,Yes,35864.0,124.0,285,0
16375,Female,64,1,46.0,0,> 2 Years,Yes,33468.0,26.0,78,1
16376,Female,22,1,8.0,1,< 1 Year,No,46794.0,152.0,291,0
16377,Female,23,1,11.0,1,< 1 Year,No,24899.0,152.0,276,0
16378,Male,45,1,46.0,0,1-2 Year,Yes,35175.0,124.0,175,0
16379,Female,46,1,36.0,0,1-2 Year,Yes,33501.0,124.0,129,0
16380,Male,43,1,28.0,0,1-2 Year,No,50443.0,26.0,257,0
16381,Female,32,1,28.0,0,< 1 Year,Yes,34131.0,124.0,48,1
16382,Male,25,1,29.0,1,< 1 Year,No,25332.0,151.0,138,0
16383,Female,48,1,28.0,1,1-2 Year,No,2630.0,26.0,258,0
16384,Male,21,1,50.0,1,< 1 Year,No,43374.0,160.0,146,0
16385,Female,30,1,8.0,0,1-2 Year,Yes,26384.0,154.0,44,0
16386,Male,64,1,28.0,1,1-2 Year,No,40048.0,26.0,75,0
16387,Male,36,1,28.0,0,> 2 Years,Yes,25880.0,154.0,102,0
16388,Female,25,1,11.0,1,< 1 Year,No,50825.0,152.0,143,0
16389,Female,50,1,8.0,1,1-2 Year,No,28449.0,26.0,188,0
16390,Female,27,1,8.0,1,< 1 Year,No,40838.0,152.0,129,0
16391,Male,21,1,27.0,0,< 1 Year,Yes,25944.0,160.0,241,0
16392,Male,22,1,30.0,1,< 1 Year,No,27393.0,160.0,101,0
16393,Female,23,1,28.0,0,< 1 Year,Yes,48931.0,26.0,64,0
16394,Female,22,1,46.0,1,< 1 Year,No,27347.0,160.0,173,0
16395,Male,36,1,28.0,0,1-2 Year,Yes,29538.0,13.0,182,0
16396,Male,67,1,8.0,0,1-2 Year,Yes,29205.0,26.0,250,0
16397,Male,25,1,28.0,0,< 1 Year,Yes,31566.0,152.0,195,0
16398,Male,24,1,6.0,1,< 1 Year,No,2630.0,160.0,177,0
16399,Male,40,1,46.0,0,1-2 Year,No,23973.0,124.0,263,0
16400,Female,23,1,29.0,0,< 1 Year,No,2630.0,156.0,68,1
16401,Female,45,1,28.0,0,1-2 Year,Yes,60205.0,26.0,171,0
16402,Female,51,1,45.0,0,1-2 Year,Yes,29427.0,26.0,279,0
16403,Female,37,1,28.0,0,1-2 Year,Yes,32628.0,154.0,52,0
16404,Male,24,1,43.0,1,< 1 Year,No,36485.0,152.0,89,0
16405,Male,25,1,10.0,1,< 1 Year,No,30855.0,152.0,117,0
16406,Male,25,1,29.0,1,< 1 Year,No,43283.0,26.0,115,0
16407,Male,52,1,28.0,0,1-2 Year,Yes,35538.0,124.0,215,0
16408,Female,32,1,24.0,0,< 1 Year,Yes,18149.0,151.0,136,0
16409,Male,43,1,15.0,1,1-2 Year,No,30059.0,124.0,132,0
16410,Male,24,1,9.0,0,< 1 Year,Yes,36212.0,152.0,162,0
16411,Female,34,1,41.0,1,1-2 Year,No,27979.0,152.0,198,0
16412,Female,27,1,48.0,0,< 1 Year,Yes,2630.0,152.0,96,0
16413,Female,28,1,5.0,1,1-2 Year,No,2630.0,124.0,113,0
16414,Female,27,1,8.0,1,< 1 Year,No,32524.0,152.0,54,0
16415,Male,49,1,23.0,0,1-2 Year,Yes,19884.0,26.0,247,0
16416,Male,29,1,8.0,0,1-2 Year,Yes,2630.0,157.0,197,0
16417,Male,65,1,28.0,0,1-2 Year,Yes,34950.0,26.0,211,0
16418,Male,51,1,28.0,0,1-2 Year,Yes,29279.0,26.0,63,1
16419,Male,40,1,8.0,1,1-2 Year,No,81224.0,26.0,64,0
16420,Male,41,1,46.0,1,1-2 Year,No,28242.0,152.0,149,0
16421,Female,48,1,28.0,1,1-2 Year,No,32876.0,26.0,28,0
16422,Female,47,1,28.0,0,1-2 Year,Yes,22539.0,26.0,275,0
16423,Female,23,1,30.0,1,< 1 Year,No,28380.0,152.0,98,0
16424,Female,67,1,2.0,1,1-2 Year,No,30958.0,152.0,178,0
16425,Male,49,1,8.0,0,1-2 Year,Yes,34243.0,26.0,283,1
16426,Female,20,1,16.0,1,< 1 Year,No,2630.0,160.0,272,0
16427,Male,38,1,28.0,0,1-2 Year,Yes,42773.0,155.0,260,0
16428,Male,46,1,31.0,0,1-2 Year,Yes,2630.0,9.0,102,0
16429,Female,23,1,28.0,0,< 1 Year,Yes,47521.0,152.0,93,0
16430,Male,51,1,28.0,0,1-2 Year,No,54952.0,26.0,48,0
16431,Male,48,1,28.0,1,1-2 Year,No,25401.0,26.0,67,0
16432,Female,24,1,12.0,1,< 1 Year,No,32684.0,152.0,201,0
16433,Male,41,1,8.0,0,> 2 Years,Yes,2630.0,26.0,35,0
16434,Female,47,1,28.0,0,1-2 Year,Yes,44550.0,26.0,138,0
16435,Male,36,1,38.0,0,1-2 Year,Yes,2630.0,156.0,269,1
16436,Male,25,1,11.0,0,1-2 Year,Yes,20283.0,124.0,193,1
16437,Female,25,1,37.0,0,< 1 Year,Yes,28094.0,152.0,77,0
16438,Female,22,1,47.0,0,< 1 Year,No,32192.0,152.0,252,0
16439,Male,22,1,37.0,1,< 1 Year,No,41345.0,152.0,209,0
16440,Female,37,1,11.0,0,1-2 Year,Yes,29726.0,26.0,203,1
16441,Female,21,1,6.0,1,< 1 Year,Yes,18237.0,160.0,194,0
16442,Female,21,1,33.0,0,< 1 Year,Yes,25378.0,160.0,188,0
16443,Female,65,1,41.0,1,1-2 Year,No,22819.0,124.0,167,0
16444,Female,28,1,8.0,0,< 1 Year,Yes,2630.0,160.0,51,0
16445,Female,22,1,47.0,0,< 1 Year,Yes,31158.0,152.0,259,0
16446,Male,47,1,46.0,0,1-2 Year,Yes,28330.0,124.0,219,1
16447,Male,41,1,27.0,0,1-2 Year,Yes,23355.0,124.0,202,0
16448,Male,44,1,38.0,0,1-2 Year,Yes,26594.0,163.0,277,1
16449,Female,67,1,28.0,1,1-2 Year,No,2630.0,156.0,125,0
16450,Male,37,1,7.0,0,1-2 Year,No,2630.0,156.0,274,0
16451,Female,64,1,28.0,1,1-2 Year,No,66337.0,152.0,279,0
16452,Male,50,1,9.0,0,1-2 Year,Yes,26337.0,124.0,125,0
16453,Female,24,1,25.0,1,< 1 Year,No,24389.0,152.0,179,0
16454,Male,46,1,28.0,0,1-2 Year,Yes,39720.0,124.0,38,0
16455,Male,22,1,30.0,1,< 1 Year,No,2630.0,160.0,11,0
16456,Male,45,1,28.0,0,1-2 Year,Yes,2630.0,124.0,63,0
16457,Female,39,1,28.0,0,1-2 Year,Yes,39354.0,26.0,188,0
16458,Male,34,1,30.0,0,1-2 Year,Yes,26708.0,152.0,249,0
16459,Female,24,1,37.0,0,< 1 Year,Yes,24946.0,151.0,175,0
16460,Female,30,1,50.0,1,< 1 Year,No,33108.0,152.0,64,0
16461,Male,28,1,50.0,0,1-2 Year,Yes,2630.0,124.0,107,0
16462,Male,60,1,28.0,0,> 2 Years,Yes,2630.0,122.0,283,0
16463,Female,41,1,28.0,0,1-2 Year,Yes,39040.0,26.0,106,1
16464,Female,51,1,41.0,0,1-2 Year,Yes,2630.0,156.0,277,0
16465,Female,79,1,28.0,0,> 2 Years,Yes,64366.0,3.0,73,1
16466,Female,25,1,8.0,1,< 1 Year,No,33707.0,160.0,289,0
16467,Male,45,1,15.0,0,1-2 Year,Yes,38912.0,26.0,270,0
16468,Male,37,1,28.0,0,1-2 Year,Yes,43930.0,124.0,252,0
16469,Male,20,1,8.0,1,< 1 Year,No,33266.0,160.0,220,0
16470,Female,68,1,28.0,0,1-2 Year,Yes,44313.0,122.0,50,0
16471,Female,63,1,28.0,1,1-2 Year,No,32416.0,7.0,274,0
16472,Female,40,1,28.0,0,1-2 Year,Yes,2630.0,157.0,293,1
16473,Female,23,1,28.0,1,< 1 Year,No,39194.0,152.0,156,0
16474,Male,21,1,30.0,1,< 1 Year,No,25987.0,152.0,99,0
16475,Male,40,1,50.0,1,1-2 Year,Yes,33223.0,124.0,80,0
16476,Male,46,1,52.0,1,1-2 Year,No,45804.0,124.0,88,0
16477,Male,27,1,11.0,1,< 1 Year,No,21031.0,152.0,272,0
16478,Male,44,1,0.0,0,1-2 Year,Yes,2630.0,122.0,59,0
16479,Female,53,1,29.0,0,1-2 Year,Yes,36114.0,135.0,79,1
16480,Female,47,1,6.0,1,1-2 Year,No,33163.0,26.0,143,0
16481,Female,42,1,48.0,1,1-2 Year,No,2630.0,124.0,231,0
16482,Male,33,1,33.0,0,1-2 Year,Yes,28624.0,124.0,255,1
16483,Male,25,1,30.0,1,< 1 Year,No,28047.0,152.0,55,0
16484,Male,49,1,28.0,1,1-2 Year,No,35389.0,3.0,21,0
16485,Female,24,1,36.0,0,< 1 Year,Yes,40584.0,152.0,72,0
16486,Female,21,1,41.0,0,< 1 Year,Yes,13596.0,160.0,135,0
16487,Female,47,1,28.0,0,1-2 Year,Yes,37530.0,26.0,260,0
16488,Male,25,1,33.0,1,< 1 Year,No,31178.0,152.0,100,0
16489,Female,37,1,46.0,0,1-2 Year,Yes,27407.0,15.0,67,0
16490,Male,73,1,36.0,0,1-2 Year,Yes,2630.0,156.0,283,0
16491,Female,29,1,3.0,0,1-2 Year,Yes,2630.0,156.0,79,1
16492,Male,45,1,46.0,0,1-2 Year,Yes,27789.0,26.0,193,1
16493,Female,28,1,28.0,0,< 1 Year,Yes,37997.0,154.0,108,1
16494,Male,23,1,41.0,1,< 1 Year,No,47523.0,152.0,247,0
16495,Female,25,1,29.0,1,< 1 Year,No,2630.0,152.0,170,0
16496,Female,25,1,8.0,1,< 1 Year,No,39291.0,152.0,188,0
16497,Male,39,1,32.0,1,1-2 Year,No,26406.0,124.0,178,0
16498,Female,70,1,28.0,0,1-2 Year,Yes,50196.0,122.0,205,0
16499,Female,35,1,28.0,1,1-2 Year,No,47173.0,124.0,170,0
16500,Male,49,1,41.0,1,1-2 Year,No,20638.0,152.0,138,0
16501,Female,44,1,28.0,0,1-2 Year,Yes,2630.0,158.0,184,0
16502,Male,39,1,29.0,1,1-2 Year,No,41287.0,124.0,165,0
16503,Male,41,1,28.0,0,1-2 Year,No,38119.0,26.0,50,0
16504,Male,20,1,30.0,0,< 1 Year,Yes,20672.0,160.0,203,0
16505,Female,27,1,32.0,0,< 1 Year,Yes,16524.0,152.0,165,0
16506,Male,58,1,48.0,0,1-2 Year,Yes,2630.0,124.0,38,0
16507,Male,25,1,33.0,1,< 1 Year,No,31568.0,152.0,285,0
16508,Male,61,1,38.0,0,1-2 Year,Yes,2630.0,124.0,147,1
16509,Male,53,1,28.0,0,1-2 Year,Yes,59214.0,124.0,247,1
16510,Male,21,1,47.0,1,< 1 Year,No,19020.0,160.0,86,0
16511,Female,28,1,35.0,1,< 1 Year,No,28213.0,160.0,136,0
16512,Male,33,1,24.0,0,1-2 Year,Yes,24234.0,26.0,228,1
16513,Female,22,1,28.0,1,< 1 Year,No,50248.0,152.0,113,0
16514,Female,49,1,15.0,0,1-2 Year,Yes,66269.0,26.0,266,0
16515,Female,69,1,36.0,1,1-2 Year,No,30997.0,86.0,78,0
16516,Male,56,1,37.0,0,1-2 Year,No,28017.0,152.0,47,0
16517,Female,45,1,28.0,1,1-2 Year,No,48502.0,26.0,214,0
16518,Male,49,1,28.0,0,1-2 Year,Yes,43309.0,124.0,62,0
16519,Female,23,1,46.0,1,< 1 Year,No,31703.0,152.0,164,0
16520,Female,55,1,23.0,1,1-2 Year,No,29947.0,122.0,39,0
16521,Female,45,1,24.0,0,1-2 Year,Yes,34159.0,124.0,20,0
16522,Female,22,1,10.0,1,< 1 Year,No,24685.0,152.0,158,0
16523,Female,28,1,6.0,1,< 1 Year,No,35436.0,152.0,13,0
16524,Male,54,1,41.0,1,1-2 Year,No,36889.0,26.0,275,0
16525,Female,38,1,41.0,1,1-2 Year,No,26908.0,152.0,243,0
16526,Female,52,1,35.0,0,> 2 Years,Yes,2630.0,26.0,277,0
16527,Female,24,1,45.0,1,< 1 Year,No,36223.0,152.0,25,0
16528,Male,51,1,29.0,1,1-2 Year,No,26184.0,122.0,297,0
16529,Female,27,1,34.0,0,< 1 Year,Yes,33419.0,152.0,45,0
16530,Female,75,1,30.0,1,1-2 Year,No,24588.0,152.0,228,0
16531,Female,22,1,10.0,1,< 1 Year,No,26297.0,152.0,65,0
16532,Female,28,1,21.0,0,< 1 Year,Yes,2630.0,152.0,262,0
16533,Female,29,1,47.0,1,< 1 Year,No,2630.0,26.0,123,0
16534,Female,23,1,46.0,1,< 1 Year,No,32818.0,160.0,149,0
16535,Male,29,1,41.0,1,1-2 Year,No,28080.0,124.0,78,0
16536,Female,23,1,3.0,0,1-2 Year,Yes,31238.0,124.0,135,1
16537,Male,41,1,41.0,0,1-2 Year,Yes,35597.0,154.0,223,0
16538,Female,57,1,8.0,0,1-2 Year,Yes,30274.0,7.0,119,0
16539,Female,20,1,4.0,0,< 1 Year,Yes,2630.0,160.0,155,0
16540,Male,77,1,28.0,0,1-2 Year,Yes,22787.0,122.0,13,0
16541,Male,40,1,28.0,0,1-2 Year,Yes,35437.0,26.0,205,0
16542,Male,65,1,38.0,0,1-2 Year,Yes,36756.0,124.0,152,0
16543,Male,46,1,38.0,0,1-2 Year,Yes,2630.0,26.0,255,0
16544,Female,27,1,41.0,1,< 1 Year,No,28171.0,152.0,145,0
16545,Female,26,1,8.0,1,< 1 Year,No,56220.0,160.0,139,0
16546,Female,57,1,41.0,0,1-2 Year,Yes,36283.0,26.0,142,1
16547,Male,72,1,20.0,0,1-2 Year,No,2630.0,26.0,51,0
16548,Female,21,1,8.0,1,< 1 Year,No,40803.0,160.0,143,0
16549,Female,40,1,28.0,0,1-2 Year,Yes,33580.0,124.0,207,0
16550,Female,21,1,35.0,1,< 1 Year,No,2630.0,152.0,205,0
16551,Male,43,1,46.0,0,1-2 Year,Yes,2630.0,124.0,88,1
16552,Female,28,1,12.0,0,< 1 Year,Yes,36117.0,152.0,30,0
16553,Female,52,1,28.0,0,1-2 Year,Yes,23307.0,26.0,296,1
16554,Female,22,1,28.0,1,< 1 Year,No,92211.0,152.0,276,0
16555,Male,41,1,28.0,0,1-2 Year,Yes,39430.0,55.0,30,1
16556,Female,46,1,28.0,0,1-2 Year,No,40175.0,122.0,94,0
16557,Male,44,1,6.0,0,1-2 Year,Yes,29055.0,124.0,242,0
16558,Male,47,1,47.0,0,1-2 Year,No,2630.0,16.0,81,0
16559,Male,66,1,28.0,0,1-2 Year,No,46961.0,56.0,191,0
16560,Male,23,1,36.0,1,< 1 Year,No,36444.0,152.0,180,0
16561,Male,47,1,26.0,0,> 2 Years,Yes,33610.0,124.0,97,0
16562,Female,69,1,28.0,1,1-2 Year,No,55852.0,52.0,149,0
16563,Male,46,1,8.0,1,1-2 Year,No,37723.0,7.0,52,0
16564,Female,40,1,28.0,0,1-2 Year,Yes,40395.0,124.0,87,1
16565,Male,26,1,8.0,1,< 1 Year,No,24054.0,152.0,230,0
16566,Female,31,1,28.0,0,1-2 Year,Yes,33427.0,156.0,38,1
16567,Male,29,1,50.0,1,< 1 Year,No,72158.0,152.0,286,0
16568,Female,23,1,3.0,1,< 1 Year,No,20283.0,152.0,270,0
16569,Female,78,1,28.0,1,1-2 Year,No,65307.0,26.0,277,0
16570,Male,20,1,32.0,0,< 1 Year,Yes,2630.0,160.0,281,0
16571,Male,28,1,14.0,1,< 1 Year,No,29383.0,152.0,285,0
16572,Female,53,1,28.0,1,1-2 Year,No,32752.0,26.0,153,0
16573,Female,31,1,46.0,0,1-2 Year,Yes,24242.0,26.0,113,0
16574,Male,68,1,9.0,1,1-2 Year,No,38349.0,26.0,98,0
16575,Female,49,1,41.0,0,1-2 Year,Yes,45452.0,26.0,170,0
16576,Female,37,1,28.0,1,1-2 Year,No,49794.0,26.0,127,0
16577,Male,74,1,28.0,1,1-2 Year,No,41812.0,26.0,200,0
16578,Female,62,1,8.0,1,1-2 Year,No,35252.0,26.0,43,1
16579,Male,52,1,28.0,0,1-2 Year,Yes,42906.0,124.0,102,0
16580,Male,24,1,35.0,1,< 1 Year,No,45718.0,152.0,173,0
16581,Male,42,1,28.0,0,1-2 Year,Yes,52277.0,124.0,41,1
16582,Male,51,1,29.0,0,1-2 Year,Yes,28311.0,154.0,96,0
16583,Female,47,1,8.0,0,1-2 Year,Yes,35959.0,124.0,82,0
16584,Male,54,1,28.0,0,1-2 Year,Yes,48465.0,26.0,293,1
16585,Female,25,1,41.0,1,< 1 Year,No,31553.0,152.0,253,0
16586,Female,25,1,44.0,0,< 1 Year,No,38957.0,151.0,35,0
16587,Male,39,1,28.0,0,1-2 Year,Yes,2630.0,26.0,99,0
16588,Male,49,1,30.0,0,1-2 Year,Yes,30348.0,26.0,82,0
16589,Female,29,1,28.0,0,1-2 Year,Yes,2630.0,158.0,199,1
16590,Female,41,1,46.0,0,1-2 Year,Yes,29799.0,11.0,56,0
16591,Male,23,1,14.0,1,< 1 Year,Yes,25162.0,152.0,96,0
16592,Female,42,1,15.0,0,1-2 Year,Yes,25595.0,26.0,274,1
16593,Male,43,1,37.0,0,1-2 Year,Yes,2630.0,26.0,180,0
16594,Female,30,1,33.0,1,< 1 Year,No,48307.0,152.0,201,0
16595,Male,28,1,8.0,1,< 1 Year,No,2630.0,152.0,176,0
16596,Male,48,1,28.0,0,1-2 Year,Yes,58384.0,26.0,129,1
16597,Female,25,1,8.0,1,< 1 Year,Yes,44970.0,152.0,114,0
16598,Male,23,1,25.0,0,< 1 Year,No,32633.0,152.0,280,0
16599,Male,35,1,46.0,0,1-2 Year,Yes,26184.0,156.0,266,1
16600,Male,60,1,25.0,0,1-2 Year,Yes,29312.0,30.0,150,0
16601,Female,25,1,15.0,1,< 1 Year,No,34939.0,152.0,281,0
16602,Female,22,1,8.0,0,< 1 Year,Yes,44572.0,152.0,40,0
16603,Male,46,1,28.0,0,1-2 Year,Yes,33466.0,124.0,177,0
16604,Male,44,1,28.0,0,1-2 Year,Yes,28994.0,124.0,176,0
16605,Female,22,1,39.0,0,< 1 Year,Yes,28789.0,152.0,31,0
16606,Female,50,1,48.0,0,1-2 Year,Yes,2630.0,26.0,278,1
16607,Male,75,1,28.0,1,1-2 Year,No,50153.0,26.0,162,0
16608,Male,49,1,28.0,0,> 2 Years,Yes,34386.0,124.0,13,0
16609,Male,37,1,29.0,0,1-2 Year,Yes,33250.0,124.0,100,1
16610,Male,20,1,2.0,0,< 1 Year,Yes,26113.0,160.0,294,0
16611,Female,22,1,18.0,1,< 1 Year,No,27559.0,152.0,150,0
